File,WaveData20070101_042.csv,
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009,1520.050000,-8.0590E-009
1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009,1520.210000,-2.2320E-009
1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008,1520.370000,1.1060E-008
1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009,1520.530000,-4.8240E-009
1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009,1520.690000,-2.2330E-009
1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008,1520.850000,1.4420E-008
1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009,1521.010000,-2.5700E-009
1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009,1521.170000,-8.2590E-009
1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009,1521.330000,-8.7600E-009
1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008,1521.490000,1.1780E-008
1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009,1521.650000,-4.9360E-009
1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008,1521.810000,-1.7070E-008
1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008,1521.970000,-1.2360E-008
1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009,1522.130000,-7.3550E-009
1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009,1522.290000,-2.2440E-009
1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009,1522.450000,-3.8560E-009
1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009,1522.610000,-2.7550E-009
1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009,1522.770000,-4.6050E-009
1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008,1522.930000,-2.1700E-008
1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010,1523.090000,1.9580E-010
1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008,1523.250000,-1.5420E-008
1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010,1523.410000,5.8730E-010
1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009,1523.570000,-3.7720E-009
1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008,1523.730000,-1.1640E-008
1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010,1523.890000,-7.0660E-010
1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009,1524.050000,-3.1940E-009
1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008,1524.210000,-2.4870E-008
1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009,1524.370000,-8.6240E-009
1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008,1524.530000,-1.4030E-008
1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010,1524.690000,6.9480E-010
1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009,1524.850000,-5.9150E-009
1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009,1525.010000,-4.8280E-009
1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009,1525.170000,-6.3360E-009
1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008,1525.330000,-1.8470E-008
1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010,1525.490000,-1.1920E-010
1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008,1525.650000,1.1530E-008
1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008,1525.810000,-1.5250E-008
1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009,1525.970000,7.6620E-009
1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009,1526.130000,2.3300E-009
1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008,1526.290000,1.6240E-008
1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008,1526.450000,1.1070E-008
1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009,1526.610000,5.8960E-009
1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009,1526.770000,4.3340E-009
1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008,1526.930000,2.3470E-008
1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008,1527.090000,2.0390E-008
1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008,1527.250000,1.8100E-008
1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008,1527.410000,3.1120E-008
1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008,1527.570000,7.0360E-008
1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008,1527.730000,8.6540E-008
1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007,1527.890000,1.1740E-007
1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007,1528.050000,2.1940E-007
1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007,1528.210000,3.5320E-007
1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007,1528.370000,5.4950E-007
1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007,1528.530000,9.1030E-007
1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005,1528.690000,2.4340E-005
1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006,1528.850000,2.1080E-006
1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006,1529.010000,1.2220E-006
1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006,1529.170000,6.4580E-006
1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006,1529.330000,1.4260E-006
1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006,1529.490000,1.0330E-006
1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006,1529.650000,1.3410E-006
1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006,1529.810000,1.4370E-006
1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005,1529.970000,1.3210E-005
1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007,1530.130000,9.7600E-007
1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007,1530.290000,7.8260E-007
1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007,1530.450000,8.1520E-007
1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006,1530.610000,1.0020E-006
1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005,1530.770000,4.7830E-005
1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006,1530.930000,1.3880E-006
1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006,1531.090000,1.0240E-006
1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007,1531.250000,9.3670E-007
1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007,1531.410000,9.0990E-007
1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007,1531.570000,8.1060E-007
1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007,1531.730000,8.7190E-007
1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005,1531.890000,7.9110E-005
