File,WaveData20070101_007.csv,
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008,1520.050000,1.6290E-008
1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010,1520.210000,2.3950E-010
1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008,1520.370000,-2.9430E-008
1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008,1520.530000,-1.2250E-008
1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009,1520.690000,-5.3260E-009
1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008,1520.850000,1.8120E-008
1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009,1521.010000,-3.4420E-009
1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009,1521.170000,-4.4560E-009
1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008,1521.330000,-1.2660E-008
1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009,1521.490000,5.4920E-009
1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008,1521.650000,1.0850E-008
1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009,1521.810000,-5.8620E-009
1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009,1521.970000,4.5980E-009
1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009,1522.130000,2.6470E-009
1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009,1522.290000,-7.1140E-009
1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008,1522.450000,-1.0920E-008
1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009,1522.610000,3.9420E-009
1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009,1522.770000,9.4710E-009
1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009,1522.930000,-4.5060E-009
1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009,1523.090000,-2.1870E-009
1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009,1523.250000,5.3950E-009
1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008,1523.410000,-2.3830E-008
1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009,1523.570000,-7.8300E-009
1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009,1523.730000,9.2740E-009
1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009,1523.890000,-8.4350E-009
1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008,1524.050000,-1.9680E-008
1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010,1524.210000,-9.9880E-010
1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009,1524.370000,-3.0950E-009
1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009,1524.530000,7.3850E-009
1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008,1524.690000,-1.7740E-008
1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009,1524.850000,9.2270E-009
1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008,1525.010000,-1.1560E-008
1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009,1525.170000,-1.6920E-009
1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008,1525.330000,1.3340E-008
1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009,1525.490000,3.9250E-009
1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009,1525.650000,5.2900E-009
1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009,1525.810000,-5.0720E-009
1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009,1525.970000,-5.5160E-009
1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009,1526.130000,-7.4040E-009
1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010,1526.290000,-4.1210E-010
1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009,1526.450000,6.3160E-009
1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009,1526.610000,-8.7740E-009
1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008,1526.770000,1.0280E-008
1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008,1526.930000,1.4520E-008
1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008,1527.090000,1.2840E-008
1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009,1527.250000,5.6700E-009
1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009,1527.410000,8.9510E-009
1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009,1527.570000,5.0110E-009
1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008,1527.730000,1.6630E-008
1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008,1527.890000,-2.0860E-008
1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008,1528.050000,1.1460E-008
1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008,1528.210000,1.9180E-008
1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008,1528.370000,1.3350E-008
1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008,1528.530000,2.4140E-008
1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008,1528.690000,3.1770E-008
1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007,1528.850000,8.0260E-007
1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007,1529.010000,1.1700E-007
1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008,1529.170000,5.7260E-008
1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008,1529.330000,4.7080E-008
1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008,1529.490000,2.3840E-008
1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008,1529.650000,4.6530E-008
1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008,1529.810000,3.9950E-008
1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008,1529.970000,7.0460E-008
1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008,1530.130000,8.3540E-008
1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008,1530.290000,9.5430E-008
1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007,1530.450000,1.2490E-007
1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007,1530.610000,2.3830E-007
1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007,1530.770000,3.3440E-007
1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007,1530.930000,4.6190E-007
1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007,1531.090000,5.7420E-007
1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007,1531.250000,7.4860E-007
1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006,1531.410000,1.0370E-006
1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007,1531.570000,9.3960E-007
1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006,1531.730000,3.6690E-006
1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005,1531.890000,2.1260E-005
