File,WaveData20070101_056.csv,
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,E
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009,1520.050000,1.5670E-009
1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009,1520.210000,-5.0640E-009
1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009,1520.370000,6.1100E-009
1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009,1520.530000,-7.8750E-009
1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008,1520.690000,-2.0970E-008
1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009,1520.850000,9.5210E-009
1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009,1521.010000,5.4690E-009
1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008,1521.170000,1.2670E-008
1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009,1521.330000,2.2550E-009
1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009
1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008,1521.650000,-1.0820E-008
1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009,1521.810000,6.2440E-009
1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008,1521.970000,-1.1670E-008
1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008,1522.130000,1.2710E-008
1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008,1522.290000,-1.7440E-008
1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009,1522.450000,-8.5070E-009
1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009,1522.610000,-7.4920E-009
1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009,1522.770000,-5.7910E-009
1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009,1522.930000,3.5800E-009
1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009,1523.090000,1.5880E-009
1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009,1523.250000,-9.8460E-009
1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009,1523.410000,-7.9720E-009
1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009,1523.570000,-7.0900E-009
1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008,1523.730000,-1.4640E-008
1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008,1523.890000,-1.2620E-008
1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009,1524.050000,7.0200E-009
1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009,1524.210000,-7.1490E-009
1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009,1524.370000,-7.1580E-009
1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008,1524.530000,-1.4020E-008
1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008,1524.690000,-2.4030E-008
1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008,1524.850000,-1.1560E-008
1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009,1525.010000,3.1680E-009
1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008,1525.170000,-2.2430E-008
1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010,1525.330000,3.9050E-010
1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008,1525.490000,-1.8560E-008
1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009,1525.650000,-7.6440E-009
1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009,1525.810000,3.2070E-009
1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009,1525.970000,-4.9520E-009
1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008,1526.130000,-1.5810E-008
1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008,1526.290000,-2.2860E-008
1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009,1526.450000,-5.7400E-009
1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009,1526.610000,8.7850E-009
1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009,1526.770000,2.9980E-009
1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008,1526.930000,-1.2940E-008
1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008,1527.090000,-1.3590E-008
1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009,1527.250000,7.3570E-009
1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008,1527.410000,-1.7060E-008
1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009,1527.570000,-9.8600E-009
1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009,1527.730000,-8.7860E-009
1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009,1527.890000,6.0860E-009
1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009,1528.050000,-6.1760E-009
1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009,1528.210000,-5.1100E-009
1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009,1528.370000,-5.0040E-009
1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009,1528.530000,-1.8360E-009
1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008,1528.690000,-1.4590E-008
1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009,1528.850000,-5.2980E-009
1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009,1529.010000,-4.8190E-009
1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009,1529.170000,6.6000E-009
1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009,1529.330000,2.1380E-009
1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009,1529.490000,-8.8580E-009
1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009,1529.650000,8.7100E-009
1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008,1529.810000,-1.7010E-008
1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010,1529.970000,1.2090E-010
1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009,1530.130000,-5.1000E-009
1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008,1530.290000,-1.1660E-008
1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008,1530.450000,-1.7790E-008
1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009,1530.610000,-3.2560E-009
1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009,1530.770000,3.4070E-009
1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008,1530.930000,-2.2420E-008
1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009,1531.090000,2.8110E-009
1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009,1531.250000,3.5520E-009
1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009,1531.410000,-2.7850E-009
1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009,1531.570000,5.1180E-009
