File,WaveData20070101_025.csv,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009,1520.050000,-6.4030E-009
1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009,1520.210000,-3.7560E-009
1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008,1520.370000,-1.7680E-008
1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008,1520.530000,1.3940E-008
1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010,1520.690000,7.2980E-010
1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008,1520.850000,-1.1280E-008
1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009,1521.010000,-5.8820E-009
1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008,1521.170000,1.2330E-008
1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009,1521.330000,-1.4050E-009
1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010,1521.490000,-3.1590E-010
1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009,1521.650000,8.0190E-009
1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009,1521.810000,-8.1070E-009
1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009,1521.970000,8.3690E-009
1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009,1522.130000,-2.8330E-009
1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009,1522.290000,-9.5760E-009
1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008,1522.450000,1.0620E-008
1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009,1522.610000,9.2340E-009
1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008,1522.770000,-1.5310E-008
1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009,1522.930000,-4.0050E-009
1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009,1523.090000,-9.2060E-009
1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009,1523.250000,2.3380E-009
1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008,1523.410000,-1.0780E-008
1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008,1523.570000,-1.6610E-008
1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009,1523.730000,6.6000E-009
1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008,1523.890000,1.1590E-008
1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008,1524.050000,2.3170E-008
1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009,1524.210000,-2.1390E-009
1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009,1524.370000,-9.9760E-009
1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008,1524.530000,-1.3860E-008
1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008,1524.690000,1.7190E-008
1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010,1524.850000,-8.5750E-010
1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008,1525.010000,-1.0170E-008
1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009,1525.170000,5.6630E-009
1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009,1525.330000,-4.5230E-009
1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008,1525.490000,-1.0500E-008
1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009,1525.650000,2.9810E-009
1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009,1525.810000,4.1940E-009
1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008,1525.970000,1.6820E-008
1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009,1526.130000,3.0560E-009
1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009,1526.290000,3.7630E-009
1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008,1526.450000,-1.1390E-008
1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010,1526.610000,5.2120E-010
1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008,1526.770000,2.3870E-008
1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008,1526.930000,3.2490E-008
1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008,1527.090000,3.6090E-008
1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008,1527.250000,8.3750E-008
1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008,1527.410000,8.5870E-008
1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007,1527.570000,1.2300E-007
1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007,1527.730000,2.3360E-007
1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007,1527.890000,2.6920E-007
1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007,1528.050000,4.2720E-007
1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007,1528.210000,5.9590E-007
1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007,1528.370000,8.5460E-007
1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005,1528.530000,5.6630E-005
1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006,1528.690000,2.5180E-006
1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007,1528.850000,9.5100E-007
1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007,1529.010000,9.3550E-007
1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006,1529.170000,1.0070E-006
1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006,1529.330000,1.1270E-006
1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006,1529.490000,1.1440E-006
1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005,1529.650000,1.3800E-005
1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005,1529.810000,2.0770E-005
1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006,1529.970000,1.3950E-006
1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006,1530.130000,1.0100E-006
1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007,1530.290000,9.7850E-007
1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006,1530.450000,1.0850E-006
1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006,1530.610000,1.2440E-006
1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005,1530.770000,8.0930E-005
1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006,1530.930000,2.4960E-006
1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006,1531.090000,1.5060E-006
1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006,1531.250000,1.4210E-006
1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006,1531.410000,1.4870E-006
1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006,1531.570000,1.2570E-006
1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006,1531.730000,1.1670E-006
1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005,1531.890000,6.7920E-005
