File,WaveData20070101_012.csv,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,E
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009,1520.050000,-2.3740E-009
1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009,1520.210000,-4.3780E-009
1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009,1520.370000,-1.0120E-009
1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008,1520.530000,-2.1610E-008
1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009,1520.690000,7.6260E-009
1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008,1520.850000,-1.3310E-008
1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009,1521.010000,6.2310E-009
1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009,1521.170000,2.6360E-009
1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009,1521.330000,-5.2180E-009
1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008,1521.490000,-2.1590E-008
1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009,1521.650000,5.0990E-009
1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008,1521.810000,2.0210E-008
1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008
1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009,1522.130000,4.9900E-009
1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010,1522.290000,-6.2100E-010
1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009,1522.450000,-7.7230E-009
1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009,1522.610000,-5.8150E-009
1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009,1522.770000,1.3930E-009
1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008,1522.930000,-1.2270E-008
1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008,1523.090000,-1.7470E-008
1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009,1523.250000,-6.9510E-009
1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009,1523.410000,-6.7540E-009
1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009,1523.570000,-7.3070E-009
1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009,1523.730000,-1.2500E-009
1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009,1523.890000,-1.9560E-009
1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008,1524.050000,2.0310E-008
1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008,1524.210000,-1.1460E-008
1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009,1524.370000,-1.4440E-009
1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010,1524.530000,2.8230E-010
1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009,1524.690000,-6.9590E-009
1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008,1524.850000,-1.8790E-008
1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008,1525.010000,-1.4330E-008
1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008,1525.170000,-1.6430E-008
1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009,1525.330000,8.2110E-009
1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009,1525.490000,3.1440E-009
1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009,1525.650000,2.7750E-009
1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010,1525.810000,6.9370E-010
1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008,1525.970000,-2.2330E-008
1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009,1526.130000,-5.0840E-009
1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009,1526.290000,-1.5170E-009
1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009,1526.450000,9.1160E-009
1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009,1526.610000,-4.0280E-009
1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009,1526.770000,-2.4870E-009
1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008,1526.930000,-1.6780E-008
1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010,1527.090000,-1.3040E-010
1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009,1527.250000,-3.9180E-009
1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009,1527.410000,5.4550E-009
1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009,1527.570000,-9.0970E-009
1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009,1527.730000,-4.6320E-009
1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008,1527.890000,-2.0700E-008
1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008,1528.050000,1.6330E-008
1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009,1528.210000,-2.5220E-009
1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009,1528.370000,-6.9160E-009
1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009,1528.530000,-2.2410E-009
1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009,1528.690000,4.4860E-009
1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008,1528.850000,1.0200E-008
1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009,1529.010000,-1.4120E-009
1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009,1529.170000,-2.7510E-009
1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008,1529.330000,-2.5970E-008
1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009,1529.490000,6.8270E-009
1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009,1529.650000,-6.9640E-009
1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009,1529.810000,-9.8040E-009
1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009,1529.970000,2.4850E-009
1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009,1530.130000,-9.2000E-009
1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009,1530.290000,-9.1710E-009
1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009,1530.450000,2.2280E-009
1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009,1530.610000,8.7170E-009
1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009,1530.770000,-3.8350E-009
1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008,1530.930000,1.0680E-008
1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008,1531.090000,1.0520E-008
1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009,1531.250000,6.5470E-009
1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009,1531.410000,3.5160E-009
1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009,1531.570000,1.1340E-009
