File,WaveData20070101_050.csv,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008,1520.050000,-1.9620E-008
1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008,1520.210000,-1.9800E-008
1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009,1520.370000,6.5020E-009
1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009,1520.530000,-5.7290E-009
1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008,1520.690000,-1.6450E-008
1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009,1520.850000,-5.5880E-009
1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009,1521.010000,-8.6060E-009
1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010,1521.170000,-7.8450E-010
1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009,1521.330000,-2.1790E-009
1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009,1521.490000,4.5220E-009
1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008,1521.650000,-2.5180E-008
1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009,1521.810000,-1.1110E-009
1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008,1521.970000,-2.0190E-008
1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008,1522.130000,-1.5650E-008
1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009,1522.290000,1.3720E-009
1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009,1522.450000,7.3520E-009
1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008,1522.610000,-1.7880E-008
1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008,1522.770000,-2.5210E-008
1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008,1522.930000,-1.1780E-008
1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009,1523.090000,-3.1660E-009
1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009,1523.250000,-6.5820E-009
1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008,1523.410000,-2.4720E-008
1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008,1523.570000,-2.1370E-008
1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009,1523.730000,1.5430E-009
1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009,1523.890000,-6.6850E-009
1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009,1524.050000,1.0200E-009
1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008,1524.210000,-2.6720E-008
1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009,1524.370000,-6.2240E-009
1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010,1524.530000,-3.0400E-010
1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008,1524.690000,-1.7320E-008
1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008,1524.850000,-1.7160E-008
1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009,1525.010000,-5.5670E-009
1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008,1525.170000,-1.9360E-008
1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009,1525.330000,-5.0440E-009
1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009,1525.490000,9.0770E-009
1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010
1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009,1525.810000,-7.1110E-009
1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008,1525.970000,-1.0980E-008
1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009,1526.130000,-2.6770E-009
1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008,1526.290000,-1.0400E-008
1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008,1526.450000,-1.4660E-008
1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008,1526.610000,-2.0450E-008
1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011,1526.770000,-6.5190E-011
1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008,1526.930000,-1.4740E-008
1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009,1527.090000,5.4380E-009
1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008,1527.250000,-1.0720E-008
1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009,1527.410000,1.8500E-009
1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009,1527.570000,4.4880E-009
1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009,1527.730000,-6.7370E-009
1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008,1527.890000,-1.9440E-008
1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009,1528.050000,-3.6870E-009
1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009,1528.210000,6.2680E-009
1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009,1528.370000,-8.6310E-009
1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009,1528.530000,-5.9690E-009
1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009,1528.690000,-6.5420E-009
1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011,1528.850000,-4.3790E-011
1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009,1529.010000,-8.4570E-009
1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009,1529.170000,-6.9170E-009
1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009,1529.330000,2.7190E-009
1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009,1529.490000,-9.5050E-009
1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008,1529.650000,-1.0180E-008
1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009,1529.810000,1.3290E-009
1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008,1529.970000,-1.0650E-008
1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009,1530.130000,-9.6180E-009
1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009,1530.290000,-1.2620E-009
1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008,1530.450000,1.8240E-008
1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010,1530.610000,-3.3990E-010
1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008,1530.770000,-2.5840E-008
1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008,1530.930000,-1.9360E-008
1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009,1531.090000,4.7260E-009
1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008,1531.250000,-1.2650E-008
1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009,1531.410000,-6.1160E-009
1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008,1531.570000,-1.1500E-008
