File,WaveData20070101_051.csv,
1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008,1520.370000,-1.9470E-008
1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009,1520.530000,4.3120E-009
1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009,1520.690000,3.0600E-009
1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009,1520.850000,-5.6100E-009
1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008,1521.010000,-2.5510E-008
1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009,1521.170000,2.9190E-009
1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008,1521.330000,-2.6410E-008
1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009,1521.490000,8.4880E-009
1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008,1521.650000,1.7480E-008
1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008,1521.810000,-1.3390E-008
1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008,1521.970000,-2.1310E-008
1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008,1522.130000,-2.4940E-008
1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009,1522.290000,4.5430E-009
1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008,1522.450000,-1.1800E-008
1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009,1522.610000,-5.6620E-009
1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009,1522.770000,-5.6820E-009
1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008,1522.930000,-1.2500E-008
1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008,1523.090000,-1.0210E-008
1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009,1523.250000,7.4080E-009
1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009,1523.410000,-9.5930E-009
1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009,1523.570000,1.0210E-009
1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009,1523.730000,-8.2200E-009
1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008,1523.890000,-1.0600E-008
1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009,1524.050000,8.3680E-009
1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009,1524.210000,-1.0420E-009
1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008,1524.370000,-1.5140E-008
1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008,1524.530000,1.7910E-008
1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008,1524.690000,-1.5190E-008
1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008,1524.850000,-1.3600E-008
1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008,1525.010000,1.3880E-008
1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009
1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008,1525.330000,-2.0560E-008
1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009,1525.490000,3.4480E-009
1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008,1525.650000,-1.2230E-008
1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010,1525.810000,2.4920E-010
1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008,1525.970000,-1.2350E-008
1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010,1526.130000,-7.5890E-010
1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008,1526.290000,1.3790E-008
1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008,1526.450000,-1.8750E-008
1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008,1526.610000,-1.6410E-008
1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008,1526.770000,1.6800E-008
1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009,1526.930000,-1.0210E-009
1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009,1527.090000,-6.8300E-009
1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008,1527.250000,-1.7790E-008
1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008,1527.410000,-2.2470E-008
1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008,1527.570000,-1.1450E-008
1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008,1527.730000,-1.5190E-008
1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008,1527.890000,-2.6480E-008
1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009,1528.050000,-4.3650E-009
1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008,1528.210000,-2.3050E-008
1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009,1528.370000,6.2280E-009
1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009,1528.530000,4.7670E-009
1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009,1528.690000,4.2990E-009
1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009,1528.850000,9.8420E-009
1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008,1529.010000,1.1470E-008
1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009,1529.170000,6.4240E-009
1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009,1529.330000,1.9950E-009
1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008,1529.490000,1.9710E-008
1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009,1529.650000,-3.6570E-009
1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009,1529.810000,-7.9800E-009
1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009,1529.970000,5.1800E-009
1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008,1530.130000,1.2730E-008
1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009,1530.290000,6.5780E-009
1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009,1530.450000,-7.3530E-009
1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009,1530.610000,-3.3440E-009
1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009,1530.770000,9.1160E-009
1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008,1530.930000,1.0330E-008
1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009,1531.090000,-1.2580E-009
1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010,1531.250000,-6.3400E-010
1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008,1531.410000,-1.0080E-008
1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009,1531.570000,-9.2540E-009
1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008,1531.730000,1.3410E-008
