File,WaveData20070101_060.csv,
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008,1520.050000,-1.8760E-008
1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009,1520.210000,8.2560E-009
1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008,1520.370000,-1.1060E-008
1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009,1520.530000,3.1140E-009
1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008,1520.690000,-2.5440E-008
1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009,1520.850000,-8.8240E-009
1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008,1521.010000,-2.5660E-008
1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009,1521.170000,-4.3800E-009
1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008,1521.330000,-1.1090E-008
1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009,1521.490000,1.2310E-009
1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009,1521.650000,-2.2880E-009
1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009,1521.810000,-3.8360E-009
1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009,1521.970000,8.5330E-009
1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009,1522.130000,4.2810E-009
1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009,1522.290000,-6.7760E-009
1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009,1522.450000,-6.6330E-009
1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009,1522.610000,-7.5240E-009
1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008,1522.770000,-2.0460E-008
1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009,1522.930000,9.5560E-009
1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008,1523.090000,-1.6170E-008
1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010,1523.250000,-4.7860E-010
1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009,1523.410000,5.3940E-009
1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010,1523.570000,-3.2620E-010
1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010,1523.730000,-2.2830E-010
1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009,1523.890000,1.3690E-009
1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008,1524.050000,-2.3750E-008
1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009,1524.210000,-5.5950E-009
1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009,1524.370000,6.3110E-009
1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008,1524.530000,-1.1320E-008
1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009,1524.690000,4.7110E-009
1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008,1524.850000,-2.0390E-008
1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009,1525.010000,4.0910E-009
1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009,1525.170000,-9.2560E-009
1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009,1525.330000,1.6040E-009
1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009,1525.490000,-3.6320E-009
1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008,1525.650000,-1.2800E-008
1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009,1525.810000,-5.5600E-009
1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009,1525.970000,-8.6040E-009
1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008,1526.130000,1.0760E-008
1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010,1526.290000,-7.3760E-010
1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009,1526.450000,-9.5610E-009
1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009,1526.610000,-7.5250E-009
1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008,1526.770000,-1.9990E-008
1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008,1526.930000,1.5010E-008
1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008,1527.090000,-1.9470E-008
1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010,1527.250000,5.8760E-010
1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009,1527.410000,4.9220E-009
1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008,1527.570000,-1.1490E-008
1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008,1527.730000,1.5830E-008
1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008,1527.890000,-1.6450E-008
1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009,1528.050000,-8.7180E-009
1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010,1528.210000,3.2760E-010
1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008,1528.370000,-1.6300E-008
1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009,1528.530000,-7.6540E-009
1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009,1528.690000,-4.7480E-009
1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009,1528.850000,5.9330E-009
1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009,1529.010000,1.6540E-009
1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009,1529.170000,-8.3320E-009
1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008,1529.330000,-1.6380E-008
1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009,1529.490000,6.7940E-009
1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010,1529.650000,7.0300E-010
1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009,1529.810000,-4.2750E-009
1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009,1529.970000,-4.0800E-009
1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009,1530.130000,-2.1980E-009
1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009,1530.290000,3.1950E-009
1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010,1530.450000,7.3530E-010
1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008,1530.610000,2.6900E-008
1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008,1530.770000,1.2580E-008
1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008,1530.930000,3.9350E-008
1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007,1531.090000,3.0510E-007
1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008,1531.250000,8.9030E-008
1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008,1531.410000,6.3330E-008
1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008,1531.570000,3.6810E-008
1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008,1531.730000,-1.2200E-008
