File,WaveData20070101_029.csv,
1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009,1520.530000,2.7880E-009
1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009,1520.690000,9.9150E-009
1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008,1520.850000,-1.6290E-008
1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009,1521.010000,2.6030E-009
1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008,1521.170000,-2.0020E-008
1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008,1521.330000,-1.2190E-008
1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009,1521.490000,9.1200E-009
1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008,1521.650000,2.3270E-008
1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009,1521.810000,-7.6830E-009
1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009,1521.970000,2.2550E-009
1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008,1522.130000,-1.8870E-008
1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009,1522.290000,4.4660E-009
1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009,1522.450000,1.9380E-009
1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010,1522.610000,-2.6130E-010
1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008,1522.770000,-1.8580E-008
1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008,1522.930000,-1.7090E-008
1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009,1523.090000,-4.9950E-009
1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009,1523.250000,9.8920E-009
1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010,1523.410000,-4.8950E-010
1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010,1523.570000,-1.0870E-010
1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008,1523.730000,-1.4650E-008
1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008,1523.890000,-1.4550E-008
1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008,1524.050000,-1.6860E-008
1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009,1524.210000,-3.5740E-009
1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008,1524.370000,1.4380E-008
1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008,1524.530000,-1.3900E-008
1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008,1524.690000,-1.8740E-008
1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009,1524.850000,1.3670E-009
1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009,1525.010000,-2.0930E-009
1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008,1525.170000,-1.7200E-008
1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009,1525.330000,-8.9490E-009
1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008,1525.490000,-1.8120E-008
1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009,1525.650000,-2.8840E-009
1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008,1525.810000,1.8450E-008
1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009,1525.970000,-7.2820E-009
1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009,1526.130000,1.8210E-009
1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008,1526.290000,-1.2940E-008
1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009,1526.450000,-6.1750E-009
1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008,1526.610000,-1.4670E-008
1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009,1526.770000,1.1290E-009
1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008,1526.930000,-1.3550E-008
1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009,1527.090000,3.2850E-009
1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008,1527.250000,1.3560E-008
1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009,1527.410000,-1.8500E-009
1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009,1527.570000,-9.2050E-009
1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009,1527.730000,-2.5060E-009
1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009,1527.890000,-8.6700E-009
1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009,1528.050000,1.9960E-009
1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009,1528.210000,-1.0800E-009
1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008,1528.370000,1.0820E-008
1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009,1528.530000,-1.4200E-009
1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009,1528.690000,-6.0730E-009
1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008,1528.850000,-1.2400E-008
1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008,1529.010000,-1.1630E-008
1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010,1529.170000,5.3710E-010
1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008,1529.330000,-1.9490E-008
1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009,1529.490000,4.0500E-009
1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009,1529.650000,7.7660E-009
1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009,1529.810000,1.2850E-009
1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009,1529.970000,-3.7380E-009
1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009,1530.130000,4.5180E-009
1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009,1530.290000,-2.5030E-009
1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009,1530.450000,7.3420E-009
1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008,1530.610000,1.1410E-008
1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008,1530.770000,1.5380E-008
1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009,1530.930000,6.1970E-009
1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008,1531.090000,2.4820E-008
1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008,1531.250000,-1.7770E-008
1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009,1531.410000,-6.8150E-009
1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008,1531.570000,-2.1170E-008
1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009,1531.730000,-1.7990E-009
