File,WaveData20070101_011.csv,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,E
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009,1520.050000,-6.2730E-009
1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009,1520.210000,1.3610E-009
1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008,1520.370000,-1.9910E-008
1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008,1520.530000,-1.4670E-008
1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008,1520.690000,-2.0420E-008
1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008,1520.850000,-2.2900E-008
1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009,1521.010000,-9.7830E-009
1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009,1521.170000,-3.2240E-009
1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008,1521.330000,-1.5680E-008
1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009,1521.490000,1.7210E-009
1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008,1521.650000,1.0400E-008
1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009,1521.810000,-5.0560E-009
1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009,1521.970000,-3.3130E-009
1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009,1522.130000,-7.2790E-009
1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009,1522.290000,-6.9280E-009
1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009,1522.450000,-1.0010E-009
1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009,1522.610000,4.2140E-009
1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008,1522.770000,-1.0640E-008
1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009,1522.930000,-3.3630E-009
1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010,1523.090000,6.9640E-010
1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009,1523.250000,8.8230E-009
1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009,1523.410000,6.8740E-009
1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010,1523.570000,-8.7000E-010
1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009,1523.730000,5.5880E-009
1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009,1523.890000,2.0210E-009
1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009,1524.050000,-4.3140E-009
1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008,1524.210000,-1.1060E-008
1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009,1524.370000,1.7270E-009
1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009,1524.530000,4.5280E-009
1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010,1524.690000,-8.6860E-010
1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008,1524.850000,-2.2640E-008
1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008,1525.010000,1.3140E-008
1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009,1525.170000,1.0290E-009
1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009,1525.330000,2.9500E-009
1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009,1525.490000,6.4740E-009
1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010,1525.650000,-1.9510E-010
1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009,1525.810000,-4.9100E-009
1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008,1525.970000,-1.0960E-008
1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008,1526.130000,-1.4300E-008
1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008,1526.290000,1.2580E-008
1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009,1526.450000,-7.5420E-009
1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009,1526.610000,-2.4430E-009
1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008,1526.770000,1.1660E-008
1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009,1526.930000,4.2380E-009
1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009,1527.090000,6.0040E-009
1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010,1527.250000,-6.9650E-010
1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009,1527.410000,1.9480E-009
1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009,1527.570000,7.2770E-009
1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009,1527.730000,-6.7580E-009
1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011,1527.890000,8.7260E-011
1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009,1528.050000,-1.6690E-009
1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008,1528.210000,-1.3610E-008
1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009,1528.370000,7.2440E-009
1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008,1528.530000,1.7860E-008
1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009,1528.690000,6.2580E-009
1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009,1528.850000,9.8200E-009
1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008,1529.010000,1.6050E-008
1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009,1529.170000,-1.1510E-009
1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009,1529.330000,-9.0060E-009
1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008,1529.490000,1.2740E-008
1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008,1529.650000,1.8980E-008
1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008,1529.810000,2.0150E-008
1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008,1529.970000,1.4730E-008
1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008,1530.130000,1.9990E-008
1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009,1530.290000,-3.6570E-009
1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009,1530.450000,8.3740E-009
1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008,1530.610000,3.5590E-008
1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008,1530.770000,5.5250E-008
1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008,1530.930000,6.7440E-008
1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007,1531.090000,2.1450E-007
1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007,1531.250000,4.1620E-007
1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007,1531.410000,4.8790E-007
1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007,1531.570000,1.6860E-007
1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007,1531.730000,1.0920E-007
