File,WaveData20070101_019.csv,
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009,1520.050000,-7.9720E-009
1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009,1520.210000,-5.6300E-009
1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008,1520.370000,-1.3320E-008
1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008,1520.530000,-1.1180E-008
1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009,1520.690000,-9.1170E-009
1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008,1520.850000,-1.3220E-008
1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009,1521.010000,5.5560E-009
1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009,1521.170000,-9.7840E-009
1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008,1521.330000,-2.3700E-008
1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009,1521.490000,2.7120E-009
1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009,1521.650000,2.2440E-009
1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008,1521.810000,-1.7980E-008
1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009,1521.970000,-7.5840E-009
1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009,1522.130000,4.6090E-009
1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009,1522.290000,-8.2150E-009
1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009,1522.450000,-8.5830E-009
1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009,1522.610000,9.6920E-009
1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008,1522.770000,1.3000E-008
1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009,1522.930000,-6.9550E-009
1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008,1523.090000,1.5760E-008
1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009,1523.250000,-1.9790E-009
1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009,1523.410000,-4.6330E-009
1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009,1523.570000,7.5570E-009
1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009,1523.730000,-3.8700E-009
1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009,1523.890000,-6.5330E-009
1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009,1524.050000,1.4550E-009
1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009,1524.210000,4.7580E-009
1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009,1524.370000,3.6060E-009
1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008,1524.530000,-2.4760E-008
1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009,1524.690000,8.6740E-009
1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009,1524.850000,-5.7740E-009
1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008,1525.010000,1.3060E-008
1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008,1525.170000,-1.4890E-008
1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009,1525.330000,3.8180E-009
1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008,1525.490000,-1.8310E-008
1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008,1525.650000,-1.0770E-008
1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009,1525.810000,8.8020E-009
1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008,1525.970000,-1.0160E-008
1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009,1526.130000,2.2550E-009
1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009,1526.290000,-5.2380E-009
1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009,1526.450000,-2.1810E-009
1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008,1526.610000,1.6580E-008
1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008,1526.770000,-1.2860E-008
1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009,1526.930000,2.0100E-009
1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008,1527.090000,-1.7920E-008
1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009,1527.250000,7.9010E-009
1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010,1527.410000,4.7900E-010
1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010,1527.570000,-7.9530E-010
1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010,1527.730000,-9.7020E-010
1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008,1527.890000,-1.0160E-008
1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008,1528.050000,3.6850E-008
1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009,1528.210000,1.4300E-009
1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009,1528.370000,-3.6590E-009
1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008,1528.530000,1.0870E-008
1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009,1528.690000,3.7740E-009
1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009,1528.850000,9.1420E-009
1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009,1529.010000,-1.4450E-009
1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008,1529.170000,2.7920E-008
1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008,1529.330000,1.7700E-008
1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008,1529.490000,2.8560E-008
1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008,1529.650000,3.0890E-008
1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008,1529.810000,4.7900E-008
1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008,1529.970000,6.1310E-008
1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008,1530.130000,7.7430E-008
1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008,1530.290000,8.3360E-008
1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007,1530.450000,1.3310E-007
1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007,1530.610000,2.2200E-007
1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007,1530.770000,2.1170E-007
1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007,1530.930000,3.3490E-007
1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007,1531.090000,5.0430E-007
1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007,1531.250000,4.9100E-007
1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007,1531.410000,5.0350E-007
1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005,1531.570000,1.2000E-005
1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007,1531.730000,9.1670E-007
