File,WaveData20070101_006.csv,
1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009,1521.490000,3.4210E-009
1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009,1521.650000,1.7970E-009
1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008,1521.810000,-2.2250E-008
1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010,1521.970000,5.1220E-010
1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008,1522.130000,-1.4550E-008
1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009,1522.290000,-4.3790E-009
1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009,1522.450000,-9.2030E-009
1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010,1522.610000,-1.1970E-010
1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008,1522.770000,-1.9100E-008
1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009,1522.930000,8.6200E-009
1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008,1523.090000,-2.3450E-008
1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009,1523.250000,-8.6700E-009
1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008,1523.410000,-1.3560E-008
1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009,1523.570000,2.8490E-009
1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009,1523.730000,-8.0990E-009
1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008,1523.890000,1.8330E-008
1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008,1524.050000,-2.6400E-008
1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009,1524.210000,6.4420E-009
1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008,1524.370000,-1.7630E-008
1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008,1524.530000,3.5280E-008
1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010,1524.690000,-6.2970E-010
1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008,1524.850000,1.8990E-008
1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009,1525.010000,3.9070E-009
1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009,1525.170000,-7.8230E-009
1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009,1525.330000,-2.5370E-009
1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009,1525.490000,-6.1270E-009
1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008,1525.650000,-1.5740E-008
1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009,1525.810000,3.6630E-009
1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009,1525.970000,-4.0090E-009
1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008,1526.130000,-1.8250E-008
1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009,1526.290000,1.8650E-009
1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009,1526.450000,-5.9690E-009
1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008,1526.610000,-1.2240E-008
1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008,1526.770000,-2.0140E-008
1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009,1526.930000,-4.2490E-009
1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009,1527.090000,5.6450E-009
1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009,1527.250000,4.8310E-009
1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008,1527.410000,-1.0880E-008
1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009,1527.570000,-1.9820E-009
1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008,1527.730000,-1.6890E-008
1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009,1527.890000,3.2940E-009
1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009,1528.050000,-3.4260E-009
1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009,1528.210000,8.9110E-009
1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009,1528.370000,6.7630E-009
1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009,1528.530000,7.9600E-009
1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009,1528.690000,-6.7840E-009
1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008,1528.850000,1.1220E-008
1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010,1529.010000,-1.9710E-010
1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008,1529.170000,2.3370E-008
1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009,1529.330000,-8.2820E-009
1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008,1529.490000,1.1520E-008
1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008,1529.650000,1.1050E-008
1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008,1529.810000,7.4870E-008
1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007,1529.970000,4.2190E-007
1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007,1530.130000,3.5030E-007
1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008,1530.290000,9.0900E-008
1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008,1530.450000,4.9580E-008
1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008,1530.610000,5.0560E-008
1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008,1530.770000,2.4220E-008
1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008,1530.930000,7.0040E-008
1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008,1531.090000,3.5230E-008
1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008,1531.250000,6.1850E-008
1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008,1531.410000,7.1400E-008
1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008,1531.570000,9.8440E-008
1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007,1531.730000,1.5360E-007
