File,WaveData20070101_001.csv,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,E
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008,1520.050000,-1.5450E-008
1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010,1520.210000,-7.8410E-010
1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008,1520.370000,1.5460E-008
1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008,1520.530000,-1.7750E-008
1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009,1520.690000,6.5350E-009
1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008,1520.850000,-2.4280E-008
1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009,1521.010000,-6.3610E-009
1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009,1521.170000,2.1450E-009
1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009,1521.330000,-3.3770E-009
1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009,1521.490000,-2.0260E-009
1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010,1521.650000,8.3890E-010
1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008,1521.810000,-1.3330E-008
1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008,1521.970000,-1.8240E-008
1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008,1522.130000,-1.6780E-008
1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009,1522.290000,8.7840E-009
1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009,1522.450000,4.9470E-009
1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009,1522.610000,4.5970E-009
1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008,1522.770000,-1.9800E-008
1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008,1522.930000,-1.1570E-008
1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008,1523.090000,-1.6500E-008
1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009,1523.250000,-2.2960E-009
1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009,1523.410000,-9.6530E-009
1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008,1523.570000,2.0620E-008
1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009,1523.730000,1.6310E-009
1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009,1523.890000,4.7300E-009
1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009,1524.050000,7.3710E-009
1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008,1524.210000,-1.3160E-008
1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008,1524.370000,-2.6010E-008
1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009,1524.530000,5.7580E-009
1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009,1524.690000,-1.0090E-009
1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010,1524.850000,6.4070E-010
1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009,1525.010000,-4.0820E-009
1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009,1525.170000,3.4300E-009
1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009,1525.330000,-5.1000E-009
1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008,1525.490000,2.3270E-008
1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009,1525.650000,-4.2300E-009
1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009,1525.810000,4.1420E-009
1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008,1525.970000,1.0440E-008
1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009,1526.130000,7.0900E-009
1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008,1526.290000,1.0770E-008
1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009,1526.450000,-4.3790E-009
1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008,1526.610000,1.2910E-008
1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009,1526.770000,-3.8850E-009
1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008,1526.930000,1.8970E-008
1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008,1527.090000,2.2250E-008
1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008,1527.250000,1.6550E-008
1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009,1527.410000,-5.3500E-009
1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009,1527.570000,6.3000E-009
1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009,1527.730000,1.2950E-009
1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009,1527.890000,-1.0120E-009
1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009,1528.050000,9.7660E-009
1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009,1528.210000,-5.6600E-009
1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009,1528.370000,-5.0520E-009
1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009,1528.530000,-3.0020E-009
1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008,1528.690000,-1.2910E-008
1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009,1528.850000,2.0330E-009
1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009,1529.010000,4.2330E-009
1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009,1529.170000,2.5060E-009
1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009,1529.330000,1.4670E-009
1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008,1529.490000,1.3180E-008
1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009,1529.650000,1.5020E-009
1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009,1529.810000,-6.5180E-009
1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008,1529.970000,1.7290E-008
1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009,1530.130000,-4.1650E-009
1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009,1530.290000,2.8590E-009
1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009,1530.450000,4.8690E-009
1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008,1530.610000,1.5700E-008
1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009,1530.770000,2.1500E-009
1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008,1530.930000,1.9890E-008
1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009,1531.090000,-1.6430E-009
1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009,1531.250000,7.1950E-009
1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009,1531.410000,7.5600E-009
1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008,1531.570000,1.2180E-008
1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008,1531.730000,1.3260E-008
