File,WaveData20070101_023.csv,
1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009,1520.690000,-2.5050E-009
1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009,1520.850000,2.3850E-009
1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009,1521.010000,-7.0700E-009
1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009,1521.170000,-5.8830E-009
1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008,1521.330000,-1.3920E-008
1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009,1521.490000,-9.2840E-009
1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009,1521.650000,6.3630E-009
1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009,1521.810000,-8.5980E-009
1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008,1521.970000,2.1240E-008
1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009,1522.130000,8.3580E-009
1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009,1522.290000,-7.3750E-009
1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009,1522.450000,1.9050E-009
1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010,1522.610000,7.4050E-010
1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009,1522.770000,2.9390E-009
1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008,1522.930000,-1.2590E-008
1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009,1523.090000,1.4900E-009
1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009,1523.250000,4.2090E-009
1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009,1523.410000,5.1440E-009
1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009,1523.570000,5.8930E-009
1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008,1523.730000,-1.2500E-008
1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009,1523.890000,-1.0310E-009
1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009,1524.050000,2.5310E-009
1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008,1524.210000,-1.1030E-008
1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009,1524.370000,5.0720E-009
1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009,1524.530000,-6.2550E-009
1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008,1524.690000,1.2320E-008
1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010,1524.850000,-4.3420E-010
1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008,1525.010000,-2.5440E-008
1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009,1525.170000,4.5780E-009
1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011,1525.330000,-5.4240E-011
1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009,1525.490000,-5.9200E-009
1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009,1525.650000,-3.5560E-009
1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008,1525.810000,1.1700E-008
1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009,1525.970000,4.5940E-009
1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008,1526.130000,1.6700E-008
1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009,1526.290000,8.1680E-009
1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008,1526.450000,2.5720E-008
1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009,1526.610000,-1.6940E-009
1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008,1526.770000,4.2700E-008
1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008,1526.930000,1.2300E-008
1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008,1527.090000,3.8500E-008
1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008,1527.250000,4.8840E-008
1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007,1527.410000,1.0000E-007
1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007,1527.570000,1.5690E-007
1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007,1527.730000,2.3800E-007
1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007,1527.890000,3.4670E-007
1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007,1528.050000,4.4750E-007
1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006,1528.210000,8.1440E-006
1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006,1528.370000,3.5210E-006
1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007,1528.530000,9.6170E-007
1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005,1528.690000,4.1280E-005
1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006,1528.850000,1.6250E-006
1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007,1529.010000,7.5080E-007
1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007,1529.170000,7.6890E-007
1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006,1529.330000,1.3510E-006
1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006,1529.490000,1.1290E-006
1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007,1529.650000,8.3590E-007
1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006,1529.810000,7.0090E-006
1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005,1529.970000,2.7340E-005
1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006,1530.130000,1.3570E-006
1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007,1530.290000,7.7860E-007
1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006,1530.450000,2.9580E-006
1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006,1530.610000,1.1140E-006
1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007,1530.770000,9.6300E-007
1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006,1530.930000,8.2990E-006
1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005,1531.090000,1.3260E-005
1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006,1531.250000,1.0090E-006
1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007,1531.410000,7.5170E-007
1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007,1531.570000,8.6940E-007
1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007,1531.730000,8.4550E-007
1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007,1531.890000,7.7510E-007
