File,WaveData20070101_014.csv,
1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009,1521.010000,-5.0330E-009
1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008,1521.170000,1.8940E-008
1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009,1521.330000,8.8800E-009
1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010,1521.490000,5.8830E-010
1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008,1521.650000,-2.5760E-008
1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009,1521.810000,9.9590E-009
1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008,1521.970000,-1.9630E-008
1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009,1522.130000,4.5540E-009
1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008,1522.290000,-1.3580E-008
1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008,1522.450000,1.2960E-008
1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008,1522.610000,-1.8980E-008
1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009,1522.770000,-7.6090E-009
1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009,1522.930000,1.3050E-009
1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009,1523.090000,1.3160E-009
1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010,1523.250000,4.6770E-010
1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008,1523.410000,-1.0940E-008
1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008,1523.570000,-1.0520E-008
1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009,1523.730000,-6.1210E-009
1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008,1523.890000,-1.1650E-008
1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009,1524.050000,5.2270E-009
1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008,1524.210000,-1.1260E-008
1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008,1524.370000,-1.8720E-008
1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009,1524.530000,-1.7910E-009
1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009,1524.690000,5.2760E-009
1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008,1524.850000,1.5780E-008
1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010,1525.010000,3.6890E-010
1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009,1525.170000,-3.4280E-009
1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009,1525.330000,-2.9930E-009
1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009,1525.490000,7.3310E-009
1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008,1525.650000,-1.5430E-008
1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009,1525.810000,-3.1640E-009
1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008,1525.970000,-1.3790E-008
1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010,1526.130000,6.3960E-010
1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009,1526.290000,5.8680E-009
1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009,1526.450000,-6.6520E-009
1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009,1526.610000,-7.5680E-009
1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009,1526.770000,5.1170E-009
1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009,1526.930000,1.3900E-009
1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009,1527.090000,7.3420E-009
1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009,1527.250000,-8.9350E-009
1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009,1527.410000,6.0540E-009
1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009,1527.570000,7.0040E-009
1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008,1527.730000,1.6040E-008
1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008,1527.890000,-1.4440E-008
1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009,1528.050000,4.5390E-009
1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009,1528.210000,-1.1900E-009
1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008,1528.370000,1.3820E-008
1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009,1528.530000,3.9580E-009
1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008,1528.690000,1.2940E-008
1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009,1528.850000,5.9110E-009
1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008,1529.010000,-1.2430E-008
1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009,1529.170000,-2.6520E-009
1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008,1529.330000,2.4670E-008
1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009,1529.490000,-3.0070E-009
1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008,1529.650000,-2.0390E-008
1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008,1529.810000,-1.3410E-008
1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009,1529.970000,4.1020E-009
1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008,1530.130000,1.5580E-008
1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008,1530.290000,-3.1210E-008
1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009,1530.450000,7.2000E-009
1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009,1530.610000,-3.0260E-009
1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009,1530.770000,9.0940E-009
1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008,1530.930000,-1.3450E-008
1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009,1531.090000,6.9580E-009
1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009,1531.250000,-2.1630E-009
1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008,1531.410000,1.1820E-008
1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009,1531.570000,8.1850E-009
1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009,1531.730000,-6.3780E-009
