File,WaveData20070101_041.csv,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009,1520.050000,4.7150E-009
1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008,1520.210000,-1.6990E-008
1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009,1520.370000,9.9830E-009
1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008,1520.530000,-1.6240E-008
1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008,1520.690000,1.5560E-008
1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008,1520.850000,-1.8730E-008
1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008,1521.010000,-1.6830E-008
1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008,1521.170000,-1.4860E-008
1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009,1521.330000,-7.1480E-009
1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008,1521.490000,-1.1620E-008
1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008,1521.650000,-1.9410E-008
1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008,1521.810000,-2.1590E-008
1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009,1521.970000,1.2960E-009
1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008,1522.130000,-1.0150E-008
1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008,1522.290000,-1.5350E-008
1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009,1522.450000,3.7130E-009
1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008,1522.610000,-1.9520E-008
1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009,1522.770000,8.8180E-009
1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009,1522.930000,-4.9630E-009
1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008,1523.090000,-2.7950E-008
1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008,1523.250000,-1.1640E-008
1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008,1523.410000,-2.2250E-008
1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009,1523.570000,-5.9150E-009
1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009,1523.730000,-9.5890E-009
1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009,1523.890000,3.7820E-009
1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008,1524.050000,1.1230E-008
1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008,1524.210000,-1.2700E-008
1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008,1524.370000,1.0050E-008
1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010,1524.530000,2.6050E-010
1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009,1524.690000,-1.9750E-009
1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009,1524.850000,-8.9980E-009
1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008,1525.010000,-1.1340E-008
1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010,1525.170000,-9.1140E-010
1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009,1525.330000,-7.6580E-009
1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009,1525.490000,-1.3440E-009
1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009,1525.650000,9.0100E-009
1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009,1525.810000,-1.1380E-009
1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008,1525.970000,-1.8000E-008
1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009,1526.130000,5.0190E-009
1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008,1526.290000,-1.1840E-008
1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009,1526.450000,7.2280E-009
1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008,1526.610000,-3.2790E-008
1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008,1526.770000,-3.1230E-008
1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009,1526.930000,-4.3910E-009
1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009,1527.090000,6.1670E-009
1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008,1527.250000,-1.6470E-008
1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008,1527.410000,-1.9340E-008
1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009,1527.570000,-6.1990E-009
1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008,1527.730000,1.2810E-008
1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008,1527.890000,-2.1830E-008
1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008,1528.050000,-1.3950E-008
1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008,1528.210000,-1.1000E-008
1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008,1528.370000,-1.2240E-008
1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008,1528.530000,-1.7280E-008
1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008,1528.690000,-1.6200E-008
1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008,1528.850000,-2.1150E-008
1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010,1529.010000,9.6400E-010
1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010,1529.170000,3.8370E-010
1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008,1529.330000,-2.1360E-008
1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009,1529.490000,-2.7770E-009
1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008,1529.650000,1.9850E-008
1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008,1529.810000,-1.3910E-008
1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008,1529.970000,3.0630E-008
1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009,1530.130000,-8.3870E-009
1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009,1530.290000,-4.9760E-009
1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009,1530.450000,-2.1950E-009
1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009,1530.610000,3.4100E-009
1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008,1530.770000,1.4770E-008
1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008,1530.930000,1.7370E-008
1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008,1531.090000,1.7860E-008
1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008,1531.250000,2.3120E-008
1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008,1531.410000,1.7580E-008
1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008,1531.570000,2.6570E-008
