File,WaveData20070101_010.csv,
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008,1520.050000,-1.6660E-008
1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009,1520.210000,-4.4220E-009
1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009,1520.370000,1.2630E-009
1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009,1520.530000,6.6220E-009
1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010,1520.690000,-7.8430E-010
1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008,1520.850000,-2.0340E-008
1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009,1521.010000,5.7520E-009
1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008,1521.170000,-1.2830E-008
1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008,1521.330000,-2.0240E-008
1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009,1521.490000,-9.9780E-009
1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009,1521.650000,-4.8150E-009
1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009,1521.810000,-8.0420E-009
1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008,1521.970000,-2.4330E-008
1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009,1522.130000,-2.6030E-009
1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008,1522.290000,-2.4290E-008
1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009,1522.450000,-8.1910E-009
1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009,1522.610000,-5.6080E-009
1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009,1522.770000,-9.4610E-009
1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008,1522.930000,1.1370E-008
1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008,1523.090000,-3.5080E-008
1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008,1523.250000,1.2210E-008
1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008,1523.410000,-1.4080E-008
1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009,1523.570000,-8.3080E-009
1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009,1523.730000,9.0780E-009
1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008,1523.890000,1.9770E-008
1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008,1524.050000,-1.9750E-008
1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009,1524.210000,-7.5830E-009
1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008,1524.370000,-1.4230E-008
1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009,1524.530000,4.0500E-009
1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008,1524.690000,-2.1620E-008
1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009,1524.850000,8.5210E-009
1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008,1525.010000,1.1030E-008
1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009,1525.170000,2.2240E-009
1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009,1525.330000,-9.7400E-009
1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009,1525.490000,-4.8030E-009
1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009,1525.650000,8.8040E-009
1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009,1525.810000,3.1100E-009
1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010,1525.970000,1.0830E-010
1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009,1526.130000,-6.6020E-009
1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009,1526.290000,4.3600E-009
1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009,1526.450000,-7.5090E-009
1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008,1526.610000,1.4090E-008
1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009,1526.770000,9.5280E-009
1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009,1526.930000,-5.2390E-009
1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008,1527.090000,2.3120E-008
1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008,1527.250000,-2.2350E-008
1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008,1527.410000,1.9370E-008
1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009,1527.570000,6.2100E-009
1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008,1527.730000,1.9000E-008
1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008,1527.890000,4.8670E-008
1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008,1528.050000,7.0160E-008
1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007,1528.210000,2.2780E-007
1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007,1528.370000,2.7280E-007
1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007,1528.530000,1.4010E-007
1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008,1528.690000,4.5080E-008
1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008,1528.850000,5.2150E-008
1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008,1529.010000,3.3630E-008
1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008,1529.170000,2.1930E-008
1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009,1529.330000,-1.5780E-009
1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008,1529.490000,1.7510E-008
1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008,1529.650000,1.7830E-008
1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009,1529.810000,4.1320E-009
1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009,1529.970000,5.3660E-009
1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008,1530.130000,1.8620E-008
1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008,1530.290000,1.6600E-008
1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008,1530.450000,1.4770E-008
1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008,1530.610000,2.6170E-008
1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008,1530.770000,5.3860E-008
1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008,1530.930000,2.2020E-008
1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008,1531.090000,4.1740E-008
1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008,1531.250000,5.8420E-008
1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008,1531.410000,6.3420E-008
1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008,1531.570000,7.4930E-008
1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007,1531.730000,1.0180E-007
1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007,1531.890000,1.5820E-007
