File,WaveData20070101_048.csv,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010,1520.050000,1.6330E-010
1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008,1520.210000,1.4080E-008
1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009,1520.370000,-8.0270E-009
1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009,1520.530000,-1.9600E-009
1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009,1520.690000,6.5690E-009
1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009,1520.850000,5.2500E-009
1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009,1521.010000,4.0090E-009
1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009,1521.170000,-1.5890E-009
1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009,1521.330000,-5.2950E-009
1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009,1521.490000,9.2950E-009
1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009,1521.650000,-9.8180E-009
1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008,1521.810000,1.6180E-008
1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008,1521.970000,-1.0280E-008
1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008,1522.130000,1.0400E-008
1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008,1522.290000,-1.2630E-008
1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008,1522.450000,-1.6940E-008
1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010,1522.610000,1.3060E-010
1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009,1522.770000,-6.5970E-009
1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010,1522.930000,-4.6800E-010
1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008,1523.090000,-1.1960E-008
1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009,1523.250000,-2.5340E-009
1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009,1523.410000,-2.5230E-009
1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009,1523.570000,7.2860E-009
1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009,1523.730000,5.8920E-009
1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009,1523.890000,-2.9340E-009
1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009,1524.050000,-1.8690E-009
1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008,1524.210000,-2.0330E-008
1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008,1524.370000,2.2180E-008
1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009,1524.530000,-3.5070E-009
1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008,1524.690000,-1.5870E-008
1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009,1524.850000,5.3940E-009
1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008,1525.010000,-1.2270E-008
1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008,1525.170000,1.1710E-008
1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009,1525.330000,-9.9030E-009
1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008,1525.490000,-1.1360E-008
1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009,1525.650000,-2.9050E-009
1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010,1525.810000,-9.1050E-010
1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009,1525.970000,3.4020E-009
1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008,1526.130000,-1.1350E-008
1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008,1526.290000,-2.6090E-008
1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009,1526.450000,7.2930E-009
1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008,1526.610000,1.1820E-008
1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008,1526.770000,1.8120E-008
1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009,1526.930000,-8.3480E-009
1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008,1527.090000,1.0540E-008
1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009,1527.250000,-6.6170E-009
1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009,1527.410000,-7.6770E-009
1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008,1527.570000,-2.1060E-008
1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009,1527.730000,7.9900E-009
1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009,1527.890000,-7.0120E-009
1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009,1528.050000,-9.5260E-009
1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009,1528.210000,-4.4880E-009
1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008,1528.370000,-2.1870E-008
1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009,1528.530000,6.6260E-009
1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009,1528.690000,7.2220E-009
1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009,1528.850000,8.9450E-009
1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009,1529.010000,5.4220E-009
1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009,1529.170000,-4.8120E-009
1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009,1529.330000,-1.3810E-009
1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008,1529.490000,1.1310E-008
1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008,1529.650000,-1.4300E-008
1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008,1529.810000,-1.9430E-008
1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009,1529.970000,1.6820E-009
1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009,1530.130000,2.4290E-009
1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008,1530.290000,-1.8660E-008
1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009,1530.450000,7.1560E-009
1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010,1530.610000,2.6310E-010
1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009,1530.770000,4.0320E-009
1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010,1530.930000,-1.7510E-010
1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011,1531.090000,4.3760E-011
1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009,1531.250000,-4.7110E-009
1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009,1531.410000,6.4540E-009
1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009,1531.570000,-1.1020E-009
1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008,1531.730000,1.1550E-008
