File,WaveData20070101_036.csv,
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009,1520.050000,5.2490E-009
1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009,1520.210000,4.6830E-009
1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009,1520.370000,-9.2910E-009
1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008,1520.530000,-1.2600E-008
1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009,1520.690000,7.4290E-009
1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009,1520.850000,-9.2600E-009
1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008,1521.010000,-1.8640E-008
1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009,1521.170000,3.1370E-009
1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009,1521.330000,2.4180E-009
1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009,1521.490000,6.1240E-009
1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010,1521.650000,-7.1920E-010
1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008,1521.810000,-1.3820E-008
1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009,1521.970000,4.0640E-009
1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009,1522.130000,-5.0560E-009
1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008,1522.290000,-1.0000E-008
1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009,1522.450000,-7.0910E-009
1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010,1522.610000,-1.0890E-010
1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008,1522.770000,-1.1210E-008
1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008,1522.930000,-1.7980E-008
1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009,1523.090000,6.3000E-009
1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008,1523.250000,-1.0780E-008
1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009,1523.410000,2.3270E-009
1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009,1523.570000,-2.1090E-009
1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009,1523.730000,-1.4560E-009
1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009,1523.890000,-4.2600E-009
1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009,1524.050000,1.9010E-009
1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008,1524.210000,-2.3210E-008
1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009,1524.370000,-9.8770E-009
1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009,1524.530000,-1.2920E-009
1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008,1524.690000,-1.5160E-008
1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009,1524.850000,5.4710E-009
1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009,1525.010000,-5.1540E-009
1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009,1525.170000,-2.8860E-009
1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008,1525.330000,-1.9900E-008
1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008,1525.490000,1.5290E-008
1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008,1525.650000,-2.3980E-008
1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008,1525.810000,-1.8240E-008
1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009,1525.970000,9.7860E-009
1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009,1526.130000,-5.2250E-009
1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009,1526.290000,7.9290E-009
1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008,1526.450000,-1.3200E-008
1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008,1526.610000,-1.5480E-008
1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010,1526.770000,-9.5610E-010
1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009,1526.930000,-6.0980E-009
1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009,1527.090000,-2.4570E-009
1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010,1527.250000,8.8160E-010
1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008,1527.410000,-1.0110E-008
1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009,1527.570000,-6.6350E-009
1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009,1527.730000,-5.9400E-009
1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009,1527.890000,2.0490E-009
1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009,1528.050000,-7.0480E-009
1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008,1528.210000,-1.5180E-008
1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008,1528.370000,-2.5680E-008
1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009,1528.530000,-4.8100E-009
1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008,1528.690000,-1.0380E-008
1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009,1528.850000,1.7620E-009
1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009,1529.010000,1.8510E-009
1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008,1529.170000,-1.2010E-008
1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009,1529.330000,-5.3190E-009
1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009,1529.490000,1.2730E-009
1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008,1529.650000,-1.5560E-008
1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009,1529.810000,9.8260E-009
1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008,1529.970000,-1.1780E-008
1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009,1530.130000,-7.2880E-009
1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009,1530.290000,-8.0620E-009
1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009,1530.450000,-3.8180E-009
1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010,1530.610000,-3.1790E-010
1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010,1530.770000,-1.5330E-010
1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009,1530.930000,7.2700E-009
1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008,1531.090000,1.1440E-008
1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009,1531.250000,5.2690E-009
1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009,1531.410000,8.3340E-009
1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008,1531.570000,1.1810E-008
