File,WaveData20070101_017.csv,
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,F
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,G
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,H
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009,1520.050000,-1.8510E-009
1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008,1520.210000,-1.7820E-008
1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009,1520.370000,-3.5180E-009
1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009,1520.530000,-9.0730E-009
1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009,1520.690000,3.5720E-009
1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009,1520.850000,4.4990E-009
1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009,1521.010000,-3.7900E-009
1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009,1521.170000,-8.1490E-009
1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008,1521.330000,-1.7930E-008
1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009,1521.490000,-7.8890E-009
1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009,1521.650000,-6.1890E-009
1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009,1521.810000,4.4460E-009
1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009,1521.970000,-2.8980E-009
1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008,1522.130000,-1.5190E-008
1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009,1522.290000,-6.3180E-009
1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008,1522.450000,-1.7690E-008
1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009,1522.610000,3.8660E-009
1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009,1522.770000,-8.1870E-009
1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009,1522.930000,4.3970E-009
1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008,1523.090000,-1.2980E-008
1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008,1523.250000,1.8320E-008
1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009,1523.410000,4.0780E-009
1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009,1523.570000,-9.6240E-009
1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008,1523.730000,-1.4780E-008
1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009,1523.890000,-2.2930E-009
1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009,1524.050000,7.7710E-009
1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009,1524.210000,-3.9650E-009
1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008,1524.370000,-1.6170E-008
1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009,1524.530000,-2.3560E-009
1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009,1524.690000,7.9580E-009
1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009,1524.850000,-9.2040E-009
1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008,1525.010000,-2.4520E-008
1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009,1525.170000,-2.2780E-009
1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008,1525.330000,-1.5020E-008
1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008,1525.490000,1.7400E-008
1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009,1525.650000,5.0090E-009
1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009,1525.810000,-6.4490E-009
1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008,1525.970000,1.2550E-008
1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008,1526.130000,-2.5450E-008
1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008,1526.290000,-1.1020E-008
1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009,1526.450000,2.6040E-009
1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011,1526.610000,9.7740E-011
1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008,1526.770000,-1.1920E-008
1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009,1526.930000,-7.9570E-009
1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008,1527.090000,-1.8930E-008
1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008,1527.250000,-1.6810E-008
1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010,1527.410000,-3.4840E-010
1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009,1527.570000,-5.6430E-009
1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009,1527.730000,2.3870E-009
1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009,1527.890000,-6.6960E-009
1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010,1528.050000,-4.2550E-010
1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008,1528.210000,-1.9820E-008
1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008,1528.370000,1.0140E-008
1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008,1528.530000,-1.4470E-008
1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009,1528.690000,-2.8230E-009
1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009,1528.850000,-1.6190E-009
1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008,1529.010000,-1.5150E-008
1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009,1529.170000,7.0810E-009
1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010,1529.330000,5.9230E-010
1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009,1529.490000,-5.8500E-009
1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010,1529.650000,-8.0190E-010
1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010,1529.810000,6.8140E-010
1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008,1529.970000,1.6300E-008
1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009,1530.130000,-3.9130E-009
1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008,1530.290000,-1.4300E-008
1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008,1530.450000,-1.5670E-008
1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009,1530.610000,-4.6490E-009
1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008,1530.770000,1.3300E-008
1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009,1530.930000,-3.6670E-009
1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008,1531.090000,1.0760E-008
1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009,1531.250000,1.2240E-009
1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009,1531.410000,8.2350E-009
1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009,1531.570000,1.8980E-009
