File,WaveData20070101_024.csv,
1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008,1520.530000,-2.7500E-008
1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008,1520.690000,-2.0190E-008
1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009,1520.850000,-3.4200E-009
1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009,1521.010000,-4.7060E-009
1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009,1521.170000,-6.5370E-009
1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009,1521.330000,-7.8450E-009
1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009,1521.490000,7.4310E-009
1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009,1521.650000,2.5920E-009
1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008,1521.810000,-1.7990E-008
1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009,1521.970000,8.5760E-009
1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009,1522.130000,3.0180E-009
1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008,1522.290000,1.3520E-008
1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008,1522.450000,-1.4950E-008
1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009,1522.610000,-6.4350E-009
1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008,1522.770000,-2.6520E-008
1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008,1522.930000,-1.3750E-008
1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009,1523.090000,7.5410E-009
1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009,1523.250000,1.7510E-009
1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009,1523.410000,5.2090E-009
1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009,1523.570000,4.4370E-009
1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008,1523.730000,-1.0060E-008
1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009,1523.890000,9.1410E-009
1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009,1524.050000,9.6400E-009
1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009,1524.210000,6.8550E-009
1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009,1524.370000,-9.8420E-009
1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008,1524.530000,2.4410E-008
1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008,1524.690000,-1.7030E-008
1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009,1524.850000,-4.6240E-009
1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009,1525.010000,5.3390E-009
1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009,1525.170000,4.1010E-009
1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008,1525.330000,-1.0330E-008
1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009,1525.490000,-3.1220E-009
1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010,1525.650000,-6.6140E-010
1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008,1525.810000,1.4070E-008
1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009,1525.970000,7.1960E-009
1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009,1526.130000,-3.4900E-009
1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008,1526.290000,1.7090E-008
1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008,1526.450000,1.5690E-008
1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008,1526.610000,4.1080E-008
1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008,1526.770000,2.6010E-008
1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008,1526.930000,5.7580E-008
1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008,1527.090000,8.4930E-008
1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007,1527.250000,1.0500E-007
1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007,1527.410000,1.4990E-007
1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007,1527.570000,2.4860E-007
1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007,1527.730000,3.9880E-007
1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007,1527.890000,4.8590E-007
1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007,1528.050000,6.0870E-007
1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005,1528.210000,1.2840E-005
1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006,1528.370000,9.6790E-006
1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006,1528.530000,1.3540E-006
1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006,1528.690000,1.7360E-006
1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006,1528.850000,6.6120E-006
1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006,1529.010000,1.1780E-006
1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007,1529.170000,9.8330E-007
1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006,1529.330000,5.0170E-006
1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006,1529.490000,2.4690E-006
1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006,1529.650000,1.1420E-006
1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006,1529.810000,1.2590E-006
1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005,1529.970000,4.1730E-005
1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006,1530.130000,1.5880E-006
1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007,1530.290000,9.3710E-007
1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006,1530.450000,1.1390E-006
1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006,1530.610000,8.1720E-006
1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006,1530.770000,2.6720E-006
1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006,1530.930000,1.2470E-006
1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006,1531.090000,5.3610E-006
1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005,1531.250000,1.5700E-005
1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006,1531.410000,1.1460E-006
1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006,1531.570000,1.1410E-006
1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006,1531.730000,1.4160E-006
1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006,1531.890000,1.1890E-006
