File,WaveData20070101_038.csv,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,I
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm
Trace,J
Center Wavelength,1560.05,nm
Span Wavelength,80,nm
Start Wavelength,1520.05,nm
Stop Wavelength,1600.05,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520.05,nm
Stop,1600.05,nm

Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E),Wavelength(F),Level(F),Wavelength(G),Level(G),Wavelength(H),Level(H),Wavelength(I),Level(I),Wavelength(J),Level(J)
1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009,1520.050000,-9.7360E-009
1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009,1520.210000,-6.5350E-009
1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008,1520.370000,-1.7460E-008
1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009,1520.530000,-1.6330E-009
1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011,1520.690000,-2.1780E-011
1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010,1520.850000,4.7920E-010
1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008,1521.010000,-1.4640E-008
1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008,1521.170000,-2.0430E-008
1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009,1521.330000,4.6520E-009
1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009,1521.490000,-9.5560E-009
1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008,1521.650000,1.2710E-008
1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008,1521.810000,-1.4810E-008
1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008,1521.970000,-1.1390E-008
1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010,1522.130000,3.8140E-010
1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008,1522.290000,-1.4970E-008
1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009,1522.450000,6.4470E-009
1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008,1522.610000,-1.2200E-008
1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009,1522.770000,8.5780E-009
1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010,1522.930000,7.8370E-010
1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008,1523.090000,-1.9980E-008
1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008,1523.250000,-1.4400E-008
1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008,1523.410000,-1.5110E-008
1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009,1523.570000,1.7290E-009
1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008,1523.730000,-1.2530E-008
1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008,1523.890000,-1.6780E-008
1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009,1524.050000,-3.4770E-009
1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009,1524.210000,3.0410E-009
1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008,1524.370000,2.1850E-008
1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008,1524.530000,-2.5130E-008
1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008,1524.690000,-1.6140E-008
1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008,1524.850000,-2.0880E-008
1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009,1525.010000,-4.3630E-009
1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009,1525.170000,-8.2030E-009
1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009,1525.330000,3.1770E-009
1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008,1525.490000,-1.2160E-008
1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009,1525.650000,3.9570E-009
1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008,1525.810000,-1.7390E-008
1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009,1525.970000,1.2240E-009
1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008,1526.130000,-1.3320E-008
1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009,1526.290000,-4.9240E-009
1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008,1526.450000,-1.1860E-008
1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009,1526.610000,-9.5560E-009
1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009,1526.770000,6.0950E-009
1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011,1526.930000,-1.0870E-011
1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008,1527.090000,-1.8740E-008
1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009,1527.250000,-6.8240E-009
1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009,1527.410000,-2.6560E-009
1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008,1527.570000,1.4260E-008
1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008,1527.730000,-1.6950E-008
1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008,1527.890000,1.7670E-008
1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010,1528.050000,-8.2930E-010
1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008,1528.210000,-2.0950E-008
1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009,1528.370000,-6.0640E-009
1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009,1528.530000,-7.3040E-009
1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008,1528.690000,-1.1660E-008
1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008,1528.850000,-1.5470E-008
1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009,1529.010000,4.0970E-009
1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008,1529.170000,-1.0680E-008
1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009,1529.330000,-6.0770E-009
1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009,1529.490000,-3.2700E-009
1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008,1529.650000,-1.5950E-008
1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009,1529.810000,2.7480E-009
1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009,1529.970000,-5.0150E-009
1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009,1530.130000,8.1560E-009
1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009,1530.290000,1.3830E-009
1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008,1530.450000,1.6230E-008
1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008,1530.610000,1.3340E-008
1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010,1530.770000,-4.8200E-010
1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009,1530.930000,7.5650E-009
1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008,1531.090000,1.4010E-008
1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008,1531.250000,1.0580E-008
1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008,1531.410000,2.9610E-008
1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008,1531.570000,2.6550E-008
